Age,Gender,Major,MajorChange,AverageGrades,Absense,AdvideMentoring,Ethnicity,LanguageNative,FinancialSituation,FatherEducation,MotherEducation,MotherOccupation,FatherOccupation,MentalHealthStatus,PhysicalHealthStatus,FamilySupport,FamilyFinancialSupport,PeerSupport,AcademicActivities,ClubActivities,InternetUsageForStudy,OnlineToolsUsage,SocialMediaTime,FacilityQuality,TeachingQuality,RecentLifeEvent,LocalEconomicCondition,LocalCulturalLevel,PartTimeJob,PartTimeHours,Dropout
19,Nữ,Ngành Kế toán,Không,2.8,Cao,4,Kinh,Tiếng Việt,Không tốt,Sau Đại Học,Cao Đẳng,Khác,Công chức nhà nước,Tốt,Không tốt,Không,Có,Có,Chưa bao giờ,Không,Không,Có,Ít hơn 2 tiếng,Chưa tốt,Rất tốt,Không,Chưa tốt,Trung Bình,Có,3,TRUE
18,Nữ,Ngành Mạng Máy tính và Truyền thông Dữ liệu,Có Chuyển Khi Hết Năm 1,3.6,Cao,1,Kinh,Tiếng Việt,Khá tốt,Sau Đại Học,Cao Đẳng,Nội trợ,Công chức nhà nước,Không tốt,Tốt,Không,Không,Có,Có,Không,Có,Không,Ít hơn 2 tiếng,Chưa tốt,Rất tốt,Không,Chưa tốt,Cao,Không,0,TRUE
20,Nữ,Ngành Văn học,Có Chuyển Khi Hết Năm 1,3.5,Cao,9,Kinh,Tiếng Việt,Tốt,Thấp hơn,Đại Học,Khác,Khác,Không tốt,Tốt,Không,Không,Không,Có,Không,Có,Không,Nhiều hơn 2 tiếng,Chưa tốt,Chưa hài lòng,Có,Tốt,Còn thấp,Có,7,FALSE
18,Nam,Ngành Ngôn ngữ Trung Quốc,Không,1.6,Cao,5,Khác,Tiếng Việt,Không tốt,Sau Đại Học,Sau Đại Học,Công chức nhà nước,Nghỉ Hưu,Không tốt,Không tốt,Không,Có,Không,Có,Có,Có,Có,Nhiều hơn 2 tiếng,Tốt,Chưa hài lòng,Có,Tốt,Còn thấp,Không,0,FALSE
20,Nam,Ngành Ngôn ngữ Anh,Không,2.6,Thấp,5,Khác,Khác,Không tốt,Đại Học,Sau Đại Học,Công chức nhà nước,Công chức nhà nước,Tốt,Tốt,Có,Không,Có,Chưa bao giờ,Không,Có,Không,Ít hơn 2 tiếng,Chưa tốt,Chưa hài lòng,Có,Tốt,Còn thấp,Không,0,FALSE
19,Nữ,Ngành Quản trị Khách sạn TROY,Có Chuyển Khi Hết Năm 1,1.7,Thấp,9,Kinh,Tiếng Việt,Không tốt,Sau Đại Học,Cao Đẳng,Kinh doanh,Lao động tự do,Không tốt,Không tốt,Không,Không,Không,Có,Không,Có,Không,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Rất tốt,Rất tốt,Không,Chưa tốt,Còn thấp,Không,0,TRUE
19,Nam,Ngành Hệ thống Thông tin Quản lý (CMU),Không,1,Thấp,7,Kinh,Tiếng Việt,Khá tốt,Đại Học,Cao Đẳng,Nghỉ Hưu,Khác,Tốt,Không tốt,Có,Không,Có,Chưa bao giờ,Không,Có,Không,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Rất tốt,Tốt,Không,Tốt,Trung Bình,Không,0,TRUE
19,Nam,Ngành Tài chính - Ngân hàng,Có Chuyển Khi Nhập Học,3.1,Cao,5,Khác,Tiếng Anh,Không tốt,Sau Đại Học,Sau Đại Học,Kinh doanh,Nghỉ Hưu,Không tốt,Không tốt,Không,Có,Có,Có,Có,Không,Có,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Tốt,Chưa hài lòng,Có,Chưa tốt,Còn thấp,Có,3,FALSE
18,Nữ,Ngành Kiểm toán,Không,1.9,Cao,7,Khác,Tiếng Anh,Tốt,Sau Đại Học,Sau Đại Học,Khác,Kinh doanh,Không tốt,Không tốt,Có,Có,Không,Chưa bao giờ,Có,Có,Có,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Rất tốt,Tốt,Có,Chưa tốt,Còn thấp,Có,6,FALSE
20,Nam,Ngành Điều dưỡng,Không,3.2,Cao,3,Khác,Tiếng Anh,Không tốt,Cao Đẳng,Thấp hơn,Công chức nhà nước,Lao động tự do,Tốt,Tốt,Có,Không,Có,Chưa bao giờ,Có,Không,Không,Trung bình 10 - 30 phút tôi kiểm tra một lần,Rất tốt,Chưa hài lòng,Không,Tốt,Cao,Có,4,FALSE
18,Nam,Ngành Kế toán (PSU),Có Chuyển Khi Hết Năm 1,1.6,Cao,9,Kinh,Tiếng Việt,Khá tốt,Cao Đẳng,Sau Đại Học,Nội trợ,Kinh doanh,Tốt,Không tốt,Có,Không,Có,Chưa bao giờ,Không,Không,Không,Trung bình 10 - 30 phút tôi kiểm tra một lần,Chưa tốt,Chưa hài lòng,Không,Chưa tốt,Cao,Có,6,FALSE
18,Nữ,Chương trình Liên kết Du học MC 2+2,Có Chuyển Khi Hết Năm 1,2,Cao,3,Khác,Tiếng Anh,Khá tốt,Thấp hơn,Cao Đẳng,Kinh doanh,Công chức nhà nước,Không tốt,Tốt,Không,Có,Không,Có,Có,Có,Không,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Chưa tốt,Tốt,Không,Chưa tốt,Cao,Không,0,TRUE
20,Nữ,Ngành Ngôn ngữ Nhật,Có Chuyển Khi Nhập Học,1.5,Thấp,4,Kinh,Tiếng Việt,Khá tốt,Cao Đẳng,Cao Đẳng,Nội trợ,Nghỉ Hưu,Tốt,Không tốt,Có,Có,Có,Có,Có,Không,Không,Nhiều hơn 2 tiếng,Tốt,Chưa hài lòng,Có,Tốt,Còn thấp,Có,1,TRUE
19,Nữ,Ngành Quản trị Sự kiện,Không,2.5,Thấp,6,Khác,Tiếng Anh,Không tốt,Sau Đại Học,Cao Đẳng,Nghỉ Hưu,Kinh doanh,Không tốt,Tốt,Có,Không,Không,Chưa bao giờ,Có,Có,Có,Ít hơn 2 tiếng,Chưa tốt,Tốt,Không,Chưa tốt,Trung Bình,Không,0,FALSE
19,Nữ,Ngành Công nghệ Kỹ thuật Công trình Xây dựng,Có Chuyển Khi Hết Năm 1,1.3,Thấp,2,Kinh,Tiếng Việt,Không tốt,Đại Học,Cao Đẳng,Lao động tự do,Công chức nhà nước,Không tốt,Không tốt,Có,Không,Không,Có,Có,Có,Có,Trung bình 10 - 30 phút tôi kiểm tra một lần,Chưa tốt,Tốt,Không,Tốt,Còn thấp,Có,3,TRUE
20,Nam,Ngành Quản trị Khách sạn,Có Chuyển Khi Nhập Học,1.4,Cao,7,Khác,Tiếng Anh,Khá tốt,Sau Đại Học,Cao Đẳng,Công chức nhà nước,Công chức nhà nước,Không tốt,Tốt,Có,Không,Có,Có,Có,Không,Có,Nhiều hơn 2 tiếng,Tốt,Rất tốt,Có,Chưa tốt,Cao,Có,5,FALSE
18,Nữ,Ngành Việt Nam học,Có Chuyển Khi Nhập Học,3.9,Cao,2,Khác,Khác,Khá tốt,Đại Học,Đại Học,Khác,Nghỉ Hưu,Không tốt,Không tốt,Không,Có,Có,Chưa bao giờ,Có,Có,Không,Nhiều hơn 2 tiếng,Tốt,Chưa hài lòng,Có,Chưa tốt,Còn thấp,Không,0,TRUE
20,Nữ,Ngành Marketing,Có Chuyển Khi Nhập Học,2.6,Cao,4,Kinh,Tiếng Việt,Tốt,Thấp hơn,Đại Học,Kinh doanh,Kinh doanh,Tốt,Tốt,Có,Có,Có,Chưa bao giờ,Có,Có,Không,Trung bình 10 - 30 phút tôi kiểm tra một lần,Tốt,Chưa hài lòng,Có,Tốt,Còn thấp,Có,2,TRUE
20,Nữ,Ngành Quản trị Khách sạn TROY,Không,4,Cao,4,Khác,Tiếng Việt,Tốt,Thấp hơn,Thấp hơn,Kinh doanh,Công chức nhà nước,Tốt,Không tốt,Không,Có,Không,Có,Không,Không,Có,Ít hơn 2 tiếng,Chưa tốt,Rất tốt,Có,Tốt,Trung Bình,Không,0,FALSE
20,Nam,Ngành Kỹ thuật Xây dựng (CSU),Không,3.2,Cao,3,Kinh,Tiếng Việt,Tốt,Sau Đại Học,Đại Học,Lao động tự do,Khác,Tốt,Không tốt,Có,Có,Có,Chưa bao giờ,Không,Không,Có,Ít hơn 2 tiếng,Rất tốt,Tốt,Có,Tốt,Cao,Không,0,FALSE
20,Nam,Ngành Kỹ thuật Xây dựng,Có Chuyển Khi Hết Năm 1,2,Thấp,7,Kinh,Tiếng Việt,Khá tốt,Sau Đại Học,Cao Đẳng,Khác,Công chức nhà nước,Tốt,Tốt,Có,Không,Không,Chưa bao giờ,Không,Không,Không,Ít hơn 2 tiếng,Chưa tốt,Tốt,Không,Tốt,Còn thấp,Có,2,FALSE
20,Nữ,Ngành Y Đa khoa,Không,3.8,Cao,5,Khác,Tiếng Anh,Tốt,Thấp hơn,Cao Đẳng,Lao động tự do,Công chức nhà nước,Tốt,Không tốt,Có,Có,Không,Chưa bao giờ,Không,Có,Có,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Chưa tốt,Tốt,Có,Tốt,Cao,Có,3,TRUE
20,Nữ,Ngành Kiến trúc Nội thất,Có Chuyển Khi Hết Năm 1,4,Cao,3,Khác,Tiếng Việt,Không tốt,Đại Học,Đại Học,Công chức nhà nước,Nghỉ Hưu,Không tốt,Tốt,Không,Không,Có,Có,Có,Có,Có,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Tốt,Chưa hài lòng,Không,Tốt,Còn thấp,Không,0,TRUE
20,Nam,Ngành Quản trị Kinh doanh,Không,1.5,Cao,5,Khác,Tiếng Việt,Tốt,Cao Đẳng,Đại Học,Lao động tự do,Lao động tự do,Tốt,Tốt,Có,Không,Không,Chưa bao giờ,Không,Không,Có,Ít hơn 2 tiếng,Chưa tốt,Tốt,Có,Chưa tốt,Còn thấp,Không,0,FALSE
18,Nam,Ngành Quản trị Kinh doanh,Có Chuyển Khi Hết Năm 1,3.1,Thấp,9,Khác,Tiếng Việt,Tốt,Sau Đại Học,Thấp hơn,Lao động tự do,Kinh doanh,Không tốt,Không tốt,Không,Không,Không,Có,Có,Không,Có,Trung bình 10 - 30 phút tôi kiểm tra một lần,Rất tốt,Chưa hài lòng,Không,Tốt,Cao,Không,0,FALSE
19,Nữ,Chương trình Liên kết Du học MC 2+2,Có Chuyển Khi Hết Năm 1,2.1,Thấp,2,Kinh,Tiếng Việt,Tốt,Sau Đại Học,Thấp hơn,Khác,Nghỉ Hưu,Không tốt,Tốt,Có,Có,Không,Có,Không,Không,Không,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Chưa tốt,Chưa hài lòng,Không,Chưa tốt,Còn thấp,Có,6,TRUE
20,Nam,Ngành Kỹ thuật Xây dựng (CSU),Có Chuyển Khi Nhập Học,3.9,Cao,1,Khác,Tiếng Việt,Tốt,Đại Học,Đại Học,Nội trợ,Nội trợ,Tốt,Không tốt,Có,Có,Có,Chưa bao giờ,Không,Có,Không,Ít hơn 2 tiếng,Tốt,Chưa hài lòng,Có,Tốt,Cao,Có,3,TRUE
19,Nam,Chương trình Liên kết Du học Hoa Kỳ ASU 2+2,Có Chuyển Khi Hết Năm 1,1.5,Cao,5,Khác,Tiếng Việt,Không tốt,Thấp hơn,Thấp hơn,Kinh doanh,Lao động tự do,Tốt,Tốt,Không,Có,Có,Chưa bao giờ,Có,Không,Có,Trung bình 10 - 30 phút tôi kiểm tra một lần,Chưa tốt,Chưa hài lòng,Có,Tốt,Trung Bình,Có,4,TRUE
18,Nam,Ngành Mạng Máy tính và Truyền thông Dữ liệu,Không,1.8,Cao,3,Kinh,Tiếng Việt,Không tốt,Thấp hơn,Thấp hơn,Khác,Nội trợ,Không tốt,Tốt,Không,Không,Không,Có,Có,Có,Không,Nhiều hơn 2 tiếng,Tốt,Tốt,Không,Tốt,Cao,Có,5,TRUE
19,Nam,Ngành Kinh tế Đầu tư,Không,2.1,Thấp,5,Khác,Tiếng Việt,Tốt,Đại Học,Sau Đại Học,Lao động tự do,Lao động tự do,Tốt,Không tốt,Có,Có,Có,Có,Có,Không,Có,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Rất tốt,Tốt,Có,Chưa tốt,Còn thấp,Không,0,FALSE
20,Nam,Ngành Kỹ thuật Xây dựng,Có Chuyển Khi Hết Năm 1,2,Thấp,3,Khác,Tiếng Anh,Không tốt,Đại Học,Cao Đẳng,Khác,Khác,Tốt,Tốt,Không,Không,Có,Chưa bao giờ,Không,Có,Có,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Chưa tốt,Rất tốt,Không,Tốt,Trung Bình,Không,0,FALSE
18,Nam,Ngành Truyền thông đa phương tiện,Không,3.3,Cao,6,Kinh,Tiếng Việt,Tốt,Đại Học,Thấp hơn,Nghỉ Hưu,Khác,Không tốt,Tốt,Không,Có,Không,Chưa bao giờ,Không,Có,Không,Trung bình 10 - 30 phút tôi kiểm tra một lần,Rất tốt,Rất tốt,Có,Tốt,Trung Bình,Có,1,TRUE
19,Nam,Ngành Kinh tế Đầu tư,Không,3.4,Cao,4,Khác,Tiếng Anh,Không tốt,Cao Đẳng,Thấp hơn,Kinh doanh,Nội trợ,Không tốt,Tốt,Không,Không,Không,Chưa bao giờ,Không,Không,Có,Trung bình 10 - 30 phút tôi kiểm tra một lần,Tốt,Tốt,Không,Chưa tốt,Trung Bình,Có,3,FALSE
18,Nam,Ngành Kỹ thuật Điện,Có Chuyển Khi Hết Năm 1,1.9,Thấp,8,Kinh,Tiếng Việt,Khá tốt,Sau Đại Học,Sau Đại Học,Công chức nhà nước,Khác,Không tốt,Tốt,Có,Có,Không,Chưa bao giờ,Không,Có,Có,Nhiều hơn 2 tiếng,Rất tốt,Tốt,Có,Chưa tốt,Trung Bình,Không,0,FALSE
20,Nam,Ngành Thiết kế Thời trang,Có Chuyển Khi Hết Năm 1,2.9,Cao,8,Khác,Khác,Không tốt,Thấp hơn,Thấp hơn,Khác,Kinh doanh,Tốt,Tốt,Có,Có,Có,Có,Có,Có,Không,Trung bình 10 - 30 phút tôi kiểm tra một lần,Rất tốt,Chưa hài lòng,Không,Tốt,Còn thấp,Không,0,FALSE
18,Nam,Ngành Luật Kinh tế,Có Chuyển Khi Hết Năm 1,4,Thấp,8,Kinh,Tiếng Việt,Khá tốt,Đại Học,Cao Đẳng,Khác,Khác,Không tốt,Không tốt,Có,Không,Không,Chưa bao giờ,Có,Không,Có,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Chưa tốt,Chưa hài lòng,Không,Chưa tốt,Cao,Không,0,FALSE
18,Nam,Ngành Tài chính-Ngân hàng (PSU),Có Chuyển Khi Nhập Học,2.3,Cao,9,Kinh,Tiếng Việt,Tốt,Thấp hơn,Đại Học,Khác,Công chức nhà nước,Không tốt,Tốt,Có,Có,Không,Chưa bao giờ,Có,Có,Không,Ít hơn 2 tiếng,Rất tốt,Tốt,Không,Tốt,Trung Bình,Không,0,FALSE
18,Nam,Ngành Quan hệ Công chúng,Có Chuyển Khi Hết Năm 1,3.6,Thấp,9,Khác,Tiếng Việt,Tốt,Đại Học,Cao Đẳng,Công chức nhà nước,Kinh doanh,Tốt,Không tốt,Có,Không,Có,Chưa bao giờ,Có,Không,Có,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Rất tốt,Chưa hài lòng,Có,Tốt,Cao,Không,0,FALSE
19,Nữ,Chương trình Liên kết Du học Hoa Kỳ LCCC 1+1+2,Không,2.9,Cao,2,Khác,Tiếng Việt,Không tốt,Thấp hơn,Sau Đại Học,Nghỉ Hưu,Lao động tự do,Tốt,Tốt,Có,Có,Có,Có,Không,Không,Có,Ít hơn 2 tiếng,Tốt,Chưa hài lòng,Không,Chưa tốt,Còn thấp,Có,3,TRUE
19,Nữ,Chương trình Liên kết Du học Anh Quốc 3+1,Không,2.4,Thấp,1,Khác,Tiếng Việt,Khá tốt,Đại Học,Cao Đẳng,Kinh doanh,Kinh doanh,Không tốt,Tốt,Có,Có,Không,Có,Không,Không,Không,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Chưa tốt,Tốt,Không,Tốt,Còn thấp,Có,3,FALSE
18,Nam,Ngành Marketing,Có Chuyển Khi Hết Năm 1,1.1,Thấp,1,Kinh,Tiếng Việt,Không tốt,Cao Đẳng,Sau Đại Học,Nội trợ,Kinh doanh,Tốt,Không tốt,Không,Không,Không,Chưa bao giờ,Không,Có,Không,Nhiều hơn 2 tiếng,Rất tốt,Chưa hài lòng,Có,Chưa tốt,Cao,Không,0,TRUE
18,Nữ,Chương trình Liên kết Du học Hoa Kỳ LCCC 1+1+2,Không,3.6,Thấp,1,Khác,Tiếng Việt,Không tốt,Thấp hơn,Thấp hơn,Công chức nhà nước,Nghỉ Hưu,Không tốt,Không tốt,Không,Có,Không,Có,Không,Có,Không,Trung bình 10 - 30 phút tôi kiểm tra một lần,Rất tốt,Chưa hài lòng,Có,Chưa tốt,Cao,Không,0,FALSE
18,Nữ,Ngành Y Đa khoa,Không,3.7,Cao,6,Khác,Tiếng Việt,Khá tốt,Sau Đại Học,Cao Đẳng,Công chức nhà nước,Nghỉ Hưu,Không tốt,Không tốt,Không,Không,Có,Có,Có,Không,Có,Nhiều hơn 2 tiếng,Rất tốt,Tốt,Không,Chưa tốt,Cao,Có,5,FALSE
18,Nữ,Ngành Kinh doanh Thương mại,Có Chuyển Khi Hết Năm 1,3.9,Cao,9,Khác,Tiếng Việt,Khá tốt,Cao Đẳng,Sau Đại Học,Lao động tự do,Lao động tự do,Không tốt,Không tốt,Không,Không,Không,Có,Có,Có,Không,Nhiều hơn 2 tiếng,Chưa tốt,Rất tốt,Có,Tốt,Trung Bình,Không,0,TRUE
19,Nữ,Ngành Khoa học Máy tính TROY,Có Chuyển Khi Nhập Học,2.2,Cao,7,Kinh,Tiếng Việt,Không tốt,Cao Đẳng,Cao Đẳng,Nội trợ,Kinh doanh,Tốt,Không tốt,Không,Có,Có,Chưa bao giờ,Có,Có,Không,Nhiều hơn 2 tiếng,Rất tốt,Tốt,Không,Chưa tốt,Trung Bình,Có,2,FALSE
20,Nữ,Ngành Kiểm toán,Có Chuyển Khi Nhập Học,3.1,Cao,2,Kinh,Tiếng Việt,Khá tốt,Sau Đại Học,Sau Đại Học,Kinh doanh,Kinh doanh,Không tốt,Không tốt,Không,Có,Có,Có,Không,Không,Có,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Chưa tốt,Rất tốt,Không,Chưa tốt,Trung Bình,Không,0,TRUE
18,Nữ,Ngành Công nghệ Kỹ thuật Công trình Xây dựng,Có Chuyển Khi Nhập Học,3.8,Thấp,6,Khác,Khác,Tốt,Đại Học,Đại Học,Công chức nhà nước,Khác,Tốt,Không tốt,Không,Có,Có,Có,Không,Có,Có,Ít hơn 2 tiếng,Chưa tốt,Tốt,Không,Tốt,Còn thấp,Có,6,FALSE
18,Nam,Ngành An toàn Thông tin,Có Chuyển Khi Hết Năm 1,1.8,Cao,2,Khác,Tiếng Việt,Khá tốt,Cao Đẳng,Cao Đẳng,Lao động tự do,Kinh doanh,Tốt,Không tốt,Có,Không,Không,Chưa bao giờ,Không,Không,Không,Trung bình 10 - 30 phút tôi kiểm tra một lần,Chưa tốt,Tốt,Có,Chưa tốt,Cao,Có,7,TRUE
20,Nữ,Ngành Ngôn Ngữ Hàn Quốc,Không,2.8,Cao,9,Khác,Tiếng Việt,Không tốt,Cao Đẳng,Sau Đại Học,Khác,Nội trợ,Không tốt,Tốt,Không,Không,Không,Có,Có,Có,Không,Ít hơn 2 tiếng,Chưa tốt,Rất tốt,Có,Tốt,Cao,Không,0,TRUE
19,Nữ,Ngành Kỹ thuật Điện,Có Chuyển Khi Nhập Học,2.3,Cao,9,Kinh,Tiếng Việt,Không tốt,Sau Đại Học,Sau Đại Học,Lao động tự do,Lao động tự do,Tốt,Không tốt,Không,Không,Không,Có,Không,Không,Có,Nhiều hơn 2 tiếng,Rất tốt,Chưa hài lòng,Có,Tốt,Còn thấp,Không,0,TRUE
19,Nam,Ngành Công nghệ Chế tạo Máy,Có Chuyển Khi Hết Năm 1,1.4,Thấp,3,Kinh,Tiếng Việt,Khá tốt,Đại Học,Đại Học,Khác,Kinh doanh,Tốt,Tốt,Có,Có,Không,Chưa bao giờ,Có,Không,Không,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Tốt,Chưa hài lòng,Không,Chưa tốt,Trung Bình,Không,0,TRUE
18,Nữ,Ngành Công nghệ Kỹ thuật Công trình Xây dựng,Có Chuyển Khi Hết Năm 1,3.2,Cao,7,Khác,Khác,Không tốt,Cao Đẳng,Thấp hơn,Công chức nhà nước,Khác,Tốt,Tốt,Không,Có,Không,Chưa bao giờ,Không,Có,Có,Trung bình 10 - 30 phút tôi kiểm tra một lần,Tốt,Rất tốt,Có,Chưa tốt,Trung Bình,Không,0,FALSE
20,Nam,"Chương trình Liên kết Du học Hoa Kỳ 2+2 với Đại học Purdue, Calumet",Có Chuyển Khi Nhập Học,2.8,Thấp,2,Kinh,Tiếng Việt,Khá tốt,Đại Học,Cao Đẳng,Công chức nhà nước,Kinh doanh,Không tốt,Không tốt,Không,Không,Không,Chưa bao giờ,Không,Không,Không,Ít hơn 2 tiếng,Tốt,Tốt,Có,Tốt,Còn thấp,Có,2,TRUE
18,Nam,Ngành Logistics & Quản lý Chuỗi cung ứng,Có Chuyển Khi Hết Năm 1,2,Cao,6,Khác,Tiếng Anh,Không tốt,Đại Học,Sau Đại Học,Lao động tự do,Lao động tự do,Tốt,Không tốt,Có,Có,Không,Chưa bao giờ,Có,Có,Không,Nhiều hơn 2 tiếng,Chưa tốt,Rất tốt,Không,Chưa tốt,Trung Bình,Có,7,TRUE
19,Nam,Ngành Quan hệ Công chúng,Có Chuyển Khi Nhập Học,1.8,Thấp,2,Khác,Tiếng Việt,Không tốt,Thấp hơn,Sau Đại Học,Kinh doanh,Kinh doanh,Tốt,Không tốt,Có,Có,Có,Chưa bao giờ,Có,Không,Có,Nhiều hơn 2 tiếng,Tốt,Tốt,Không,Tốt,Cao,Có,2,TRUE
20,Nam,Ngành Khoa học Máy tính TROY,Có Chuyển Khi Nhập Học,2.2,Thấp,6,Kinh,Tiếng Việt,Không tốt,Đại Học,Thấp hơn,Kinh doanh,Lao động tự do,Tốt,Không tốt,Có,Không,Không,Có,Có,Có,Không,Trung bình 10 - 30 phút tôi kiểm tra một lần,Tốt,Rất tốt,Không,Tốt,Cao,Không,0,TRUE
19,Nam,Ngành Luật Kinh tế,Có Chuyển Khi Hết Năm 1,2.8,Cao,3,Khác,Tiếng Việt,Tốt,Đại Học,Cao Đẳng,Kinh doanh,Khác,Không tốt,Không tốt,Không,Có,Không,Có,Có,Có,Có,Nhiều hơn 2 tiếng,Chưa tốt,Chưa hài lòng,Không,Tốt,Còn thấp,Không,0,TRUE
19,Nam,Ngành An toàn Thông tin (CMU),Có Chuyển Khi Hết Năm 1,2.2,Thấp,4,Khác,Khác,Khá tốt,Cao Đẳng,Cao Đẳng,Khác,Nội trợ,Không tốt,Tốt,Không,Không,Không,Có,Không,Không,Không,Nhiều hơn 2 tiếng,Chưa tốt,Tốt,Không,Chưa tốt,Còn thấp,Không,0,FALSE
18,Nữ,Ngành Thiết kế Thời trang,Có Chuyển Khi Nhập Học,1.7,Thấp,4,Kinh,Tiếng Việt,Không tốt,Sau Đại Học,Sau Đại Học,Nội trợ,Khác,Tốt,Không tốt,Không,Có,Có,Chưa bao giờ,Có,Có,Không,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Tốt,Tốt,Có,Tốt,Còn thấp,Không,0,FALSE
18,Nữ,Ngành Ngôn ngữ Nhật,Không,3.6,Thấp,7,Kinh,Tiếng Việt,Tốt,Sau Đại Học,Đại Học,Nội trợ,Lao động tự do,Không tốt,Không tốt,Không,Không,Không,Chưa bao giờ,Có,Có,Có,Trung bình 10 - 30 phút tôi kiểm tra một lần,Tốt,Tốt,Có,Tốt,Trung Bình,Không,0,FALSE
19,Nam,Ngành Kiểm toán,Có Chuyển Khi Hết Năm 1,1.1,Thấp,2,Khác,Tiếng Anh,Tốt,Sau Đại Học,Cao Đẳng,Khác,Kinh doanh,Tốt,Tốt,Không,Có,Có,Có,Không,Không,Không,Ít hơn 2 tiếng,Chưa tốt,Rất tốt,Không,Chưa tốt,Cao,Có,4,TRUE
19,Nữ,Ngành Quản trị Nhân lực,Không,2.7,Cao,5,Khác,Tiếng Việt,Khá tốt,Cao Đẳng,Thấp hơn,Khác,Nghỉ Hưu,Không tốt,Tốt,Không,Không,Có,Có,Không,Không,Có,Trung bình 10 - 30 phút tôi kiểm tra một lần,Tốt,Rất tốt,Có,Tốt,Cao,Không,0,FALSE
19,Nữ,Ngành Văn học,Có Chuyển Khi Hết Năm 1,1.5,Thấp,1,Khác,Tiếng Anh,Không tốt,Đại Học,Thấp hơn,Lao động tự do,Nghỉ Hưu,Không tốt,Không tốt,Có,Không,Không,Chưa bao giờ,Không,Có,Không,Ít hơn 2 tiếng,Chưa tốt,Tốt,Có,Chưa tốt,Còn thấp,Có,1,TRUE
18,Nam,Ngành Quản trị Dịch vụ Du lịch và Lữ hành,Có Chuyển Khi Hết Năm 1,2.9,Cao,4,Kinh,Tiếng Việt,Khá tốt,Cao Đẳng,Cao Đẳng,Nghỉ Hưu,Khác,Tốt,Tốt,Có,Không,Không,Chưa bao giờ,Không,Không,Không,"Tôi không dùng thường xuyên, ít hơn 30' mỗi ngày",Rất tốt,Rất tốt,Có,Tốt,Còn thấp,Có,2,FALSE
19,Nam,Ngành Răng-Hàm-Mặt,Có Chuyển Khi Hết Năm 1,1.4,Cao,9,Kinh,Tiếng Việt,Không tốt,Sau Đại Học,Cao Đẳng,Lao động tự do,Nghỉ Hưu,Tốt,Tốt,Có,Có,Có,Chưa bao giờ,Có,Có,Có,Nhiều hơn 2 tiếng,Rất tốt,Rất tốt,Không,Chưa tốt,Trung Bình,Không,0,TRUE
18,Nữ,Ngành Kiến trúc Nội thất,Có Chuyển Khi Hết Năm 1,1.4,Cao,4,Kinh,Tiếng Việt,Khá tốt,Sau Đại Học,Cao Đẳng,Nghỉ Hưu,Nội trợ,Tốt,Không tốt,Không,Có,Không,Có,Có,Không,Có,Ít hơn 2 tiếng,Chưa tốt,Chưa hài lòng,Có,Chưa tốt,Trung Bình,Có,6,TRUE
18,Nam,Chương trình Liên kết Du học Hoa Kỳ ASU 2+2,Có Chuyển Khi Hết Năm 1,1.7,Thấp,3,Khác,Khác,Tốt,Thấp hơn,Cao Đẳng,Khác,Khác,Tốt,Không tốt,Không,Không,Có,Có,Không,Không,Có,Nhiều hơn 2 tiếng,Chưa tốt,Chưa hài lòng,Có,Tốt,Còn thấp,Không,0,FALSE
18,Nam,Ngành Dược,Có Chuyển Khi Nhập Học,2.7,Thấp,9,Khác,Tiếng Anh,Khá tốt,Sau Đại Học,Thấp hơn,Kinh doanh,Khác,Tốt,Tốt,Có,Có,Không,Chưa bao giờ,Không,Có,Có,Trung bình 10 - 30 phút tôi kiểm tra một lần,Rất tốt,Chưa hài lòng,Không,Tốt,Trung Bình,Có,2,FALSE
18,Nữ,Ngành An toàn Thông tin (CMU),Có Chuyển Khi Hết Năm 1,2.8,Cao,4,Khác,Khác,Không tốt,Thấp hơn,Sau Đại Học,Kinh doanh,Nghỉ Hưu,Tốt,Tốt,Có,Có,Không,Có,Có,Có,Không,Trung bình 10 - 30 phút tôi kiểm tra một lần,Rất tốt,Chưa hài lòng,Có,Tốt,Còn thấp,Có,7,TRUE
